,loss,accuracy,mean_absolute_error,Pearson,KendallTau
978,"0,0903","0,9417","0,0431","0,1908","0,5149"
979,"0,0904","0,9416","0,0432","0,1905","0,5149"
980,"0,0901","0,9418","0,043","0,1902","0,515"
981,"0,0899","0,942","0,0428","0,1894","0,5152"
982,"0,0904","0,9415","0,0431","0,1902","0,5149"
983,"0,0899","0,9418","0,0428","0,1893","0,5151"
984,"0,0901","0,9418","0,0429","0,1892","0,515"
985,"0,0899","0,9419","0,0427","0,189","0,5152"
986,"0,0899","0,9419","0,0428","0,1891","0,5151"
987,"0,0903","0,9416","0,0429","0,1894","0,5149"
988,"0,09","0,9419","0,0427","0,1883","0,5151"
989,"0,0901","0,9418","0,0427","0,1885","0,515"
990,"0,0902","0,9418","0,0428","0,1888","0,515"
991,"0,09","0,9418","0,0426","0,1886","0,515"
992,"0,0903","0,9416","0,0428","0,1887","0,5149"
993,"0,0902","0,9417","0,0427","0,1885","0,5149"
994,"0,09","0,9418","0,0426","0,1883","0,5151"
995,"0,0904","0,9418","0,0437","0,1951","0,5157"
996,"0,0957","0,941","0,0487","0,2184","0,5169"
997,"0,0918","0,9423","0,0479","0,2143","0,5175"
998,"0,0907","0,9422","0,0476","0,2156","0,5174"
999,"0,0904","0,9421","0,0474","0,2152","0,5172"
